employee_tag,transaction_type,amount,time,device_id
T-5638,Transfer,1592.36,2025-11-07 06:31:00,D-347
T-5941,Purchase,3525.89,2025-11-03 10:57:00,D-184
T-8665,Purchase,5318.11,2025-11-14 22:33:00,D-388
T-9093,Purchase,3351.66,2025-11-05 00:33:00,D-185
T-7766,Purchase,2859.9,2025-11-10 19:16:00,D-232
T-5277,Purchase,1936.12,2025-11-11 15:48:00,D-472
T-5500,Purchase,650.16,2025-11-07 18:04:00,D-265
T-8222,Deposit,849.39,2025-11-05 17:47:00,D-216
T-5352,,5144.11,2025-11-01 04:51:00,D-421
T-9054,Purchase,847.72,2025-11-14 19:54:00,
T-9957,Transfer,,2025-11-03 00:23:00,D-368
T-9376,Purchase,2557.75,2025-11-15 04:23:00,D-190
T-9054,Purchase,502.56,2025-11-04 00:36:00,D-282
T-8587,Purchase,4637.27,2025-11-05 05:42:00,D-298
T-7924,Purchase,2432.23,2025-11-05 00:34:00,D-380
T-5114,Withdrawal,4447.75,2025-11-08 17:38:00,D-495
T-8081,Purchase,3820.47,2025-11-09 21:29:00,D-241
T-8081,Purchase,773.82,2025-11-12 07:46:00,D-117
T-6529,Withdrawal,2421.09,2025-11-06 02:50:00,D-419
T-6932,,846.6,2025-11-06 09:19:00,D-297
T-7686,Purchase,1777.07,2025-11-11 12:55:00,D-481
T-7049,Withdrawal,2464.14,2025-11-03 03:13:00,D-384
T-5402,Transfer,13474.56,2025-11-15 23:00:00,D-353
T-8290,Purchase,1409.29,2025-11-03 19:34:00,D-365
T-9466,Purchase,3220.58,2025-11-12 20:55:00,D-488
T-9061,Purchase,244.02,2025-11-09 20:36:00,D-442
T-8741,Withdrawal,1906.26,2025-11-08 23:36:00,
T-7251,Withdrawal,1190.4,2025-11-14 21:16:00,D-343
T-9664,Purchase,743.23,2025-11-01 21:20:00,D-482
T-5638,Purchase,1754.44,2025-11-01 17:46:00,
T-5706,,7087.97,2025-11-07 19:46:00,D-226
T-6927,Purchase,2243.38,2025-11-02 04:59:00,
T-8116,Purchase,674.03,2025-11-06 16:44:00,D-490
T-9156,Purchase,1402.3,2025-11-12 01:30:00,D-251
T-9359,Purchase,1294.27,2025-11-02 12:59:00,D-436
T-6405,Purchase,882.89,2025-11-10 10:01:00,D-112
T-9456,Withdrawal,451.42,2025-11-07 00:44:00,D-181
T-5214,Purchase,373.29,2025-11-15 04:28:00,D-182
T-7442,Deposit,4018.45,2025-11-13 20:19:00,D-393
T-5126,Deposit,13787.82,2025-11-05 11:05:00,D-307
T-9067,Purchase,1604.05,2025-11-11 18:31:00,D-365
T-7766,Deposit,2787.17,2025-11-08 22:10:00,D-435
T-9026,Purchase,,2025-11-12 23:40:00,D-111
T-9205,Transfer,1145.79,2025-11-04 14:27:00,
T-9221,Deposit,437.25,2025-11-07 11:40:00,D-395
T-7167,Transfer,1914.23,2025-11-09 19:48:00,D-345
T-9470,Withdrawal,5969.47,2025-11-13 13:05:00,D-392
T-9255,Deposit,15032.58,2025-11-02 05:12:00,D-233
T-6064,,,2025-11-13 01:04:00,D-483
T-9825,Transfer,7420.49,2025-11-06 06:38:00,D-473
T-7710,Purchase,1693.36,2025-11-11 13:36:00,D-259
T-9245,Purchase,2228.68,2025-11-05 19:52:00,D-201
T-7681,Transfer,634.54,2025-11-02 23:23:00,D-334
T-5595,Purchase,676.36,2025-11-09 04:03:00,D-489
T-9534,Withdrawal,3387.63,2025-11-01 02:02:00,D-370
T-6405,Purchase,1070.83,2025-11-06 09:40:00,D-399
T-7049,Withdrawal,1690.75,2025-11-12 13:23:00,D-437
T-7322,Purchase,1191.37,2025-11-09 16:20:00,D-336
T-6231,Withdrawal,8168.15,2025-11-02 19:24:00,D-217
T-6559,Transfer,8043.22,2025-11-15 01:01:00,D-133
T-9221,Transfer,,2025-11-14 19:38:00,D-442
T-6381,Purchase,5304.49,2025-11-10 05:56:00,D-253
T-8779,Purchase,,2025-11-04 11:05:00,D-256
T-9037,Purchase,,2025-11-06 22:24:00,D-305
T-5993,Transfer,1283.61,2025-11-02 19:13:00,D-227
T-5187,Purchase,1463.03,2025-11-10 03:47:00,D-331
T-9957,Deposit,11729.97,2025-11-01 23:49:00,D-324
T-6915,Transfer,1744.21,2025-11-11 18:37:00,D-370
T-8702,,4270.11,2025-11-15 00:00:00,D-261
T-8263,Deposit,3384.84,2025-11-05 13:54:00,D-479
T-8750,Purchase,3288.83,2025-11-13 22:27:00,D-271
T-9283,Transfer,12523.07,2025-11-03 20:05:00,D-161
T-9438,Purchase,644.95,2025-11-11 11:09:00,D-447
T-8615,Transfer,8821.51,2025-11-09 17:56:00,D-493
T-5391,Transfer,1164.91,2025-11-14 10:52:00,D-342
T-9221,Transfer,3381.08,2025-11-06 00:23:00,D-240
T-7251,Transfer,10125.34,2025-11-11 08:06:00,D-130
T-9157,Purchase,4780.27,2025-11-06 19:42:00,D-413
T-9473,Purchase,1763.07,2025-11-14 18:57:00,D-431
T-9157,Transfer,1258.2,2025-11-09 02:33:00,D-350
T-8700,Deposit,1547.47,2025-11-08 15:31:00,D-152
T-8116,Purchase,251.53,2025-11-08 09:14:00,D-420
T-8317,Purchase,4402.26,2025-11-05 23:08:00,D-266
T-5859,Transfer,3661.18,2025-11-05 16:28:00,D-239
T-7430,Purchase,1281.98,2025-11-13 11:52:00,D-233
T-9838,Purchase,,2025-11-01 09:31:00,D-256
T-7772,Purchase,2729.46,2025-11-05 07:00:00,D-215
T-6427,,6971.02,2025-11-14 12:38:00,D-105
T-5596,Withdrawal,5639.78,2025-11-14 12:15:00,D-287
T-9689,Purchase,5045.48,2025-11-13 09:57:00,D-177
T-7825,Purchase,,2025-11-06 10:00:00,D-104
T-9157,Purchase,,2025-11-13 09:12:00,D-438
T-6084,Transfer,4266.73,2025-11-09 04:39:00,D-318
T-6400,Withdrawal,2103.18,2025-11-08 07:24:00,D-224
T-9359,Transfer,4013.46,2025-11-05 13:59:00,D-439
T-5595,Purchase,,2025-11-06 13:21:00,D-415
T-8702,Purchase,,2025-11-11 21:33:00,D-135
T-9741,Withdrawal,4214.79,2025-11-01 02:20:00,D-173
T-8345,Purchase,285.46,2025-11-02 06:57:00,D-470
T-6834,Purchase,2437.77,2025-11-13 16:31:00,D-427
T-8702,Purchase,944.22,2025-11-13 21:42:00,D-406
T-5688,Withdrawal,,2025-11-07 18:06:00,D-192
T-9442,Withdrawal,1070.17,2025-11-02 20:44:00,D-404
T-8750,Purchase,4921.43,2025-11-11 15:11:00,D-443
T-9741,,3099.3,2025-11-11 15:21:00,D-326
T-9221,Transfer,5038.54,2025-11-11 19:13:00,D-317
T-5391,Withdrawal,2745.59,2025-11-11 11:32:00,
T-9156,Withdrawal,688.5,2025-11-08 04:15:00,D-443
T-8700,Purchase,270.33,2025-11-07 01:29:00,D-392
T-7365,Purchase,946.05,2025-11-07 09:18:00,D-382
T-9741,Withdrawal,4362.08,2025-11-13 18:28:00,D-336
T-7608,Transfer,5975.85,2025-11-10 02:41:00,
T-8912,Withdrawal,,2025-11-02 00:23:00,D-432
T-6882,Withdrawal,5903.33,2025-11-06 12:26:00,D-411
T-5293,Purchase,1736.07,2025-11-01 08:32:00,D-246
T-5755,Withdrawal,2409.92,2025-11-04 02:07:00,D-463
T-9245,Deposit,,2025-11-08 12:19:00,D-424
T-5201,Transfer,38000.0,2025-11-09 03:05:00,D-203
T-9416,Purchase,6210.55,2025-11-08 22:30:00,D-387
T-9392,Purchase,764.74,2025-11-10 19:44:00,D-224
T-6427,Withdrawal,4428.32,2025-11-15 17:28:00,D-107
T-9567,Purchase,1477.06,2025-11-04 18:23:00,
T-8259,Transfer,,2025-11-01 01:31:00,D-209
T-9957,Purchase,3454.85,2025-11-14 18:39:00,D-135
T-5859,,777.94,2025-11-02 16:15:00,D-261
T-6084,Purchase,2929.08,2025-11-02 19:57:00,D-439
T-9438,Transfer,10907.05,2025-11-14 03:27:00,D-205
T-8683,Transfer,,2025-11-04 03:14:00,D-131
T-9867,Purchase,224.27,2025-11-04 03:23:00,D-457
T-5750,Withdrawal,3192.15,2025-11-05 23:28:00,D-202
T-9428,,1526.15,2025-11-01 18:09:00,D-140
T-6451,Transfer,742.59,2025-11-12 05:28:00,D-125
T-9478,Withdrawal,906.03,2025-11-08 04:28:00,D-404
T-9854,Purchase,714.08,2025-11-11 19:10:00,D-278
T-9221,Withdrawal,514.66,2025-11-04 02:07:00,
T-5293,Deposit,1128.99,2025-11-15 13:38:00,D-260
T-5638,Purchase,4472.35,2025-11-05 04:36:00,D-241
T-5520,Transfer,4066.18,2025-11-11 08:59:00,D-286
T-6834,,1630.95,2025-11-10 18:26:00,D-337
T-8831,,872.57,2025-11-04 11:28:00,D-440
T-9452,Transfer,2080.67,2025-11-13 15:19:00,D-291
T-8522,Purchase,,2025-11-10 17:38:00,D-380
T-5500,,3073.66,2025-11-04 23:31:00,D-385
T-9054,Purchase,2939.13,2025-11-05 00:01:00,
T-9470,Withdrawal,1214.22,2025-11-03 08:19:00,D-151
T-8750,Purchase,3571.86,2025-11-05 14:52:00,D-331
T-6136,Purchase,2047.47,2025-11-15 23:27:00,D-268
T-9664,Purchase,2446.8,2025-11-09 03:11:00,D-254
T-6787,Purchase,332.39,2025-11-09 02:37:00,
T-9037,Transfer,941.62,2025-11-14 00:37:00,D-434
T-8702,Transfer,5892.4,2025-11-14 01:24:00,D-418
T-9255,Transfer,2079.66,2025-11-11 00:52:00,D-398
T-5132,Transfer,2708.59,2025-11-03 08:09:00,D-121
T-6787,Purchase,296.23,2025-11-13 09:17:00,D-292
T-5774,Purchase,286.42,2025-11-10 12:43:00,D-201
T-6451,Withdrawal,647.97,2025-11-06 06:09:00,D-340
T-8912,Purchase,909.05,2025-11-03 03:26:00,D-408
T-7442,Transfer,21420.66,2025-11-01 11:23:00,D-310
T-8198,Purchase,778.97,2025-11-09 14:00:00,D-210
T-9741,Purchase,3924.75,2025-11-03 05:13:00,D-349
T-7365,Transfer,3457.11,2025-11-05 11:19:00,D-230
T-9689,,1207.55,2025-11-05 20:09:00,D-105
T-8912,Transfer,10181.29,2025-11-13 18:16:00,D-256
T-8587,Purchase,4100.05,2025-11-05 22:53:00,
T-9255,Purchase,2051.81,2025-11-05 02:44:00,D-399
T-8715,Withdrawal,6754.7,2025-11-04 00:59:00,D-203
T-6136,Withdrawal,,2025-11-06 17:33:00,D-215
T-8794,Purchase,3392.11,2025-11-01 14:02:00,D-260
T-6200,Purchase,,2025-11-01 03:59:00,D-204
T-9961,Purchase,1068.57,2025-11-03 08:22:00,D-360
T-8794,Purchase,388.59,2025-11-05 12:42:00,D-149
T-9689,Purchase,2785.49,2025-11-01 03:12:00,D-100
T-9417,Purchase,391.36,2025-11-13 15:42:00,D-479
T-8853,Transfer,3301.32,2025-11-09 18:36:00,D-410
T-9037,Withdrawal,2598.12,2025-11-11 02:33:00,D-130
T-8665,,1309.85,2025-11-14 10:39:00,D-148
T-7861,Withdrawal,3533.13,2025-11-11 11:54:00,D-255
T-6787,Deposit,7912.66,2025-11-14 18:22:00,D-338
T-7608,Withdrawal,7673.82,2025-11-10 12:03:00,D-113
T-5750,Purchase,1855.63,2025-11-03 13:13:00,D-430
T-8290,Withdrawal,2232.03,2025-11-02 09:33:00,D-473
T-5993,,326.08,2025-11-14 15:33:00,D-247
T-9690,Transfer,18142.66,2025-11-08 07:00:00,D-115
T-7251,Deposit,2173.01,2025-11-03 19:12:00,D-435
T-7430,Deposit,6322.19,2025-11-10 08:34:00,D-214
T-8587,Purchase,5098.94,2025-11-14 07:06:00,D-136
T-6039,Purchase,331.98,2025-11-09 20:17:00,D-176
T-9470,Purchase,301.13,2025-11-03 09:17:00,D-140
T-5540,Purchase,5728.06,2025-11-13 02:16:00,D-386
T-5688,Withdrawal,3760.42,2025-11-02 06:51:00,D-456
T-9689,Purchase,1764.31,2025-11-07 06:36:00,D-304
T-9428,Purchase,,2025-11-05 06:00:00,D-423
T-7390,Transfer,4594.96,2025-11-15 16:17:00,D-351
T-7332,Purchase,,2025-11-10 01:33:00,D-305
T-9968,Purchase,3971.45,2025-11-14 17:39:00,D-130
T-8439,Withdrawal,748.13,2025-11-11 14:50:00,D-381
T-9988,Purchase,1188.91,2025-11-06 20:19:00,D-498
T-9466,Withdrawal,3388.38,2025-11-09 20:54:00,D-245
T-6678,Withdrawal,1444.38,2025-11-08 11:19:00,D-333
T-7710,Deposit,772.52,2025-11-12 03:05:00,D-169
T-9674,Purchase,2340.48,2025-11-10 20:57:00,D-462
T-9416,Withdrawal,2930.5,2025-11-03 05:46:00,D-251
T-6478,Withdrawal,2726.67,2025-11-05 16:29:00,D-434
T-7681,Transfer,8179.45,2025-11-10 00:27:00,D-175
T-8702,Withdrawal,2093.45,2025-11-06 09:35:00,D-179
T-6231,Purchase,1375.72,2025-11-05 19:23:00,D-427
T-8701,Purchase,,2025-11-08 08:25:00,
T-6787,Withdrawal,606.06,2025-11-14 00:42:00,D-224
T-8831,Purchase,1350.92,2025-11-01 04:24:00,D-281
T-6228,Deposit,4604.47,2025-11-15 23:10:00,D-184
T-9245,Transfer,2804.08,2025-11-07 04:43:00,D-253
T-9741,,1655.73,2025-11-08 06:33:00,D-490
T-8439,Purchase,1851.06,2025-11-08 04:41:00,D-161
T-6915,,1769.42,2025-11-14 04:42:00,D-438
T-7825,Withdrawal,6370.37,2025-11-11 11:02:00,D-388
T-6427,Purchase,1045.33,2025-11-03 17:06:00,
T-6605,Transfer,1707.37,2025-11-04 12:45:00,D-142
T-7251,,6021.43,2025-11-09 09:59:00,D-247
T-5859,Purchase,,2025-11-14 02:52:00,D-432
T-6200,Withdrawal,4348.63,2025-11-03 12:44:00,D-346
T-7710,Purchase,1796.0,2025-11-08 18:28:00,D-415
T-5838,Transfer,1673.34,2025-11-13 05:45:00,D-317
T-6559,Withdrawal,663.97,2025-11-01 20:16:00,D-230
T-5433,Purchase,1555.04,2025-11-01 20:12:00,D-130
T-7772,Purchase,2150.0,2025-11-05 11:59:00,D-463
T-6990,Withdrawal,9425.6,2025-11-15 03:33:00,D-306
T-6084,Transfer,,2025-11-14 20:00:00,D-248
T-7332,Transfer,1803.01,2025-11-11 12:31:00,D-154
T-9037,Transfer,2432.53,2025-11-02 01:14:00,D-131
T-5774,Deposit,514.74,2025-11-08 19:27:00,D-134
T-9417,Purchase,764.06,2025-11-13 04:26:00,D-400
T-7861,Purchase,928.78,2025-11-02 14:31:00,D-323
T-9417,Transfer,10949.54,2025-11-07 20:15:00,D-200
T-9026,Withdrawal,1713.5,2025-11-09 08:56:00,D-183
T-6400,Deposit,2390.55,2025-11-15 12:54:00,D-421
T-8511,Withdrawal,767.71,2025-11-04 16:06:00,D-280
T-8683,,1280.25,2025-11-06 01:45:00,D-325
T-8665,Purchase,3285.67,2025-11-03 16:43:00,D-144
T-5500,,5599.89,2025-11-14 06:30:00,D-481
T-8259,Transfer,2511.23,2025-11-06 07:00:00,D-221
T-6176,,7776.1,2025-11-06 02:43:00,D-443
T-5309,Purchase,1182.59,2025-11-01 18:26:00,D-498
T-5615,Purchase,592.39,2025-11-14 09:48:00,D-259
T-9994,Withdrawal,1258.48,2025-11-06 14:35:00,D-250
T-5750,Purchase,558.57,2025-11-07 20:57:00,D-344
T-8702,Withdrawal,14968.72,2025-11-03 15:18:00,D-438
T-9994,Withdrawal,3989.54,2025-11-09 01:24:00,D-118
T-7861,Withdrawal,823.96,2025-11-01 12:57:00,D-123
T-7167,Withdrawal,1708.93,2025-11-09 22:25:00,D-190
T-8259,Purchase,1188.32,2025-11-04 10:25:00,D-445
T-6529,Deposit,,2025-11-04 08:28:00,
T-9689,Withdrawal,3093.4,2025-11-08 12:31:00,D-361
T-8615,Purchase,2582.13,2025-11-13 23:32:00,D-270
T-9466,Transfer,13230.64,2025-11-06 00:28:00,D-152
T-7990,Transfer,931.91,2025-11-12 13:09:00,D-310
T-7430,Transfer,648.71,2025-11-14 13:06:00,D-397
T-7840,Transfer,1471.72,2025-11-04 05:25:00,D-283
T-8548,Deposit,1349.39,2025-11-08 09:06:00,D-141
T-7825,Transfer,7921.28,2025-11-07 11:54:00,D-427
T-9567,Purchase,1664.38,2025-11-01 15:28:00,D-340
T-9283,Withdrawal,1508.84,2025-11-01 03:45:00,D-364
T-9957,Purchase,2400.22,2025-11-04 10:19:00,D-401
T-6834,Purchase,302.56,2025-11-05 11:18:00,D-186
T-5187,Purchase,252.04,2025-11-05 14:10:00,D-324
T-8240,Withdrawal,553.97,2025-11-10 21:58:00,D-356
T-7766,Transfer,745.27,2025-11-07 03:51:00,
T-9054,,,2025-11-03 04:26:00,
T-7710,Purchase,626.75,2025-11-12 19:16:00,D-125
T-7744,Purchase,3569.6,2025-11-02 00:44:00,D-404
T-9157,Withdrawal,1951.72,2025-11-06 21:14:00,D-409
T-5608,Transfer,5095.14,2025-11-11 01:50:00,
T-7251,Transfer,3666.37,2025-11-07 09:37:00,D-213
T-8080,Purchase,974.68,2025-11-14 08:50:00,D-335
T-7990,Purchase,1095.27,2025-11-03 15:52:00,D-252
T-9961,Withdrawal,8632.15,2025-11-04 17:09:00,D-342
T-9245,Purchase,2764.17,2025-11-04 11:16:00,D-103
T-5615,Withdrawal,2373.4,2025-11-09 04:52:00,D-282
T-8750,Transfer,6704.47,2025-11-06 01:41:00,D-146
T-8715,Purchase,228.94,2025-11-11 13:11:00,D-376
T-7924,Withdrawal,804.04,2025-11-09 16:46:00,D-411
T-7608,Purchase,,2025-11-08 10:48:00,D-293
T-9359,Transfer,3317.6,2025-11-15 00:05:00,D-481
T-5293,Withdrawal,1305.8,2025-11-12 06:26:00,D-472
T-7170,Deposit,4539.42,2025-11-12 23:51:00,D-491
T-7199,Withdrawal,445.37,2025-11-11 13:11:00,D-496
T-6381,Purchase,,2025-11-06 03:05:00,D-206
T-9442,Deposit,2392.29,2025-11-10 10:33:00,D-146
T-5691,Deposit,9189.75,2025-11-15 12:19:00,D-443
T-7646,,1558.94,2025-11-12 10:20:00,
T-8700,Purchase,1418.19,2025-11-12 05:44:00,D-404
T-6875,Deposit,908.6,2025-11-07 20:02:00,D-301
T-9442,,,2025-11-02 22:55:00,D-413
T-7766,Deposit,13718.83,2025-11-02 21:29:00,D-484
T-5238,Purchase,506.95,2025-11-09 14:10:00,D-301
T-9418,Transfer,2935.17,2025-11-02 07:47:00,D-486
T-8548,Withdrawal,1959.41,2025-11-01 12:22:00,
T-9968,Transfer,6020.87,2025-11-04 00:26:00,
T-8683,Purchase,1717.82,2025-11-14 21:11:00,D-326
T-7322,Purchase,263.93,2025-11-04 19:07:00,D-495
T-6466,Purchase,265.78,2025-11-01 00:53:00,D-308
T-7138,Purchase,3700.47,2025-11-12 23:06:00,D-154
T-9867,Transfer,16213.15,2025-11-04 21:51:00,
T-6228,Transfer,6955.7,2025-11-02 15:59:00,D-471
T-8317,Transfer,5786.98,2025-11-01 08:52:00,D-180
T-9195,Deposit,9917.87,2025-11-05 18:25:00,
T-6605,Purchase,2333.97,2025-11-06 21:19:00,D-233
T-6875,,2292.22,2025-11-03 02:30:00,D-383
T-8587,Withdrawal,309.15,2025-11-15 02:55:00,D-135
T-5595,Withdrawal,1039.31,2025-11-10 05:05:00,D-439
T-6559,Purchase,360.52,2025-11-07 10:55:00,D-157
T-7199,Transfer,1454.89,2025-11-08 11:00:00,D-172
T-8439,Purchase,1991.51,2025-11-03 08:36:00,D-345
T-9067,Transfer,5268.54,2025-11-08 15:05:00,
T-8299,Deposit,18836.46,2025-11-12 15:08:00,D-151
T-6926,Deposit,926.52,2025-11-08 23:17:00,D-270
T-8290,Withdrawal,370.39,2025-11-13 04:10:00,D-142
T-9854,Withdrawal,622.83,2025-11-01 14:25:00,D-186
T-6405,Purchase,1144.48,2025-11-14 05:11:00,D-193
T-9418,Transfer,3233.06,2025-11-08 03:45:00,D-408
T-5500,Transfer,11631.89,2025-11-03 03:36:00,
T-8665,Purchase,1270.85,2025-11-02 14:01:00,D-119
T-5993,Purchase,736.08,2025-11-03 19:05:00,D-234
T-6322,Withdrawal,425.13,2025-11-03 07:40:00,D-156
T-9567,Transfer,1765.28,2025-11-12 08:53:00,
T-8587,Transfer,2450.92,2025-11-07 21:19:00,D-408
T-7998,Purchase,849.68,2025-11-08 03:22:00,D-464
T-7861,Purchase,2095.83,2025-11-15 02:43:00,
T-6231,,924.16,2025-11-10 00:32:00,D-253
T-9478,Purchase,1546.88,2025-11-09 14:53:00,D-189
T-5993,Transfer,24047.51,2025-11-13 12:28:00,D-260
T-9867,Transfer,6711.13,2025-11-01 07:12:00,D-373
T-9034,Transfer,,2025-11-05 16:57:00,D-482
T-9283,Purchase,1345.31,2025-11-13 07:49:00,D-400
T-5540,Purchase,2354.34,2025-11-04 16:35:00,D-272
T-5540,,2363.84,2025-11-08 11:29:00,D-226
T-9061,Transfer,5562.1,2025-11-02 02:44:00,D-148
T-7766,Purchase,1530.65,2025-11-05 04:09:00,D-379
T-8290,Purchase,1565.56,2025-11-05 21:30:00,
T-8548,Purchase,3709.41,2025-11-11 15:45:00,D-349
T-9054,Purchase,,2025-11-02 13:20:00,D-174
T-8345,,,2025-11-15 10:13:00,D-221
T-5238,Purchase,2735.04,2025-11-08 11:47:00,D-147
T-9867,Withdrawal,835.28,2025-11-15 18:19:00,D-298
T-9456,Transfer,2955.92,2025-11-03 01:30:00,D-115
T-6932,Withdrawal,1046.16,2025-11-13 20:31:00,
T-5941,Purchase,3580.82,2025-11-13 02:28:00,D-241
T-6451,Transfer,3134.82,2025-11-04 04:24:00,D-454
T-8701,Withdrawal,8053.52,2025-11-02 18:40:00,D-368
T-7861,Deposit,6770.0,2025-11-08 07:34:00,
T-9157,Withdrawal,6641.69,2025-11-06 08:51:00,D-415
T-7608,Purchase,,2025-11-03 01:48:00,D-386
T-5859,Purchase,5884.76,2025-11-06 03:05:00,D-306
T-8522,Deposit,9640.44,2025-11-11 12:37:00,D-365
T-9470,Withdrawal,4884.1,2025-11-11 08:11:00,D-489
T-5688,,522.94,2025-11-07 09:55:00,D-439
T-9418,Purchase,1297.56,2025-11-11 01:53:00,D-437
T-5309,Deposit,5490.86,2025-11-07 19:14:00,
T-9428,Deposit,11029.62,2025-11-14 15:27:00,D-467
T-7686,Purchase,250.66,2025-11-15 00:52:00,D-415
T-8318,Purchase,790.77,2025-11-09 02:20:00,D-307
T-8299,Transfer,12365.7,2025-11-13 19:25:00,D-219
T-6927,Deposit,,2025-11-01 06:27:00,D-214
T-5832,Withdrawal,310.61,2025-11-02 08:22:00,D-481
T-8439,Purchase,2021.24,2025-11-11 08:05:00,D-472
T-5596,Purchase,,2025-11-11 20:43:00,D-126
T-9461,Purchase,4312.6,2025-11-06 21:45:00,D-170
T-9245,Transfer,3616.39,2025-11-14 19:56:00,D-159
T-6176,Purchase,1689.89,2025-11-13 07:54:00,D-477
T-7054,Purchase,512.34,2025-11-14 14:23:00,D-183
T-5595,Transfer,3643.0,2025-11-01 07:20:00,D-264
T-7199,Transfer,13623.07,2025-11-10 16:21:00,D-203
T-8664,Deposit,1861.63,2025-11-04 19:39:00,D-464
T-8587,Purchase,869.85,2025-11-01 19:02:00,D-434
T-5018,,,2025-11-06 01:29:00,D-278
T-7608,Withdrawal,2805.91,2025-11-06 06:42:00,D-480
T-6559,Purchase,347.64,2025-11-15 20:05:00,D-497
T-7744,Deposit,2032.51,2025-11-12 17:10:00,D-290
T-8587,Withdrawal,2250.41,2025-11-14 05:51:00,D-221
T-8198,Transfer,2397.81,2025-11-05 05:50:00,D-492
T-5187,Purchase,1211.38,2025-11-03 03:39:00,D-349
T-7167,Withdrawal,367.28,2025-11-11 17:19:00,D-315
T-5691,Transfer,1961.43,2025-11-12 17:39:00,D-313
T-7681,Transfer,4008.59,2025-11-13 05:57:00,D-482
T-8831,,3777.76,2025-11-13 11:00:00,D-105
T-7167,Deposit,7814.77,2025-11-07 19:46:00,D-130
T-6875,Purchase,,2025-11-03 12:25:00,D-132
T-5500,Purchase,,2025-11-15 00:52:00,D-462
T-6395,Purchase,3182.83,2025-11-01 16:22:00,D-120
T-9026,Withdrawal,1262.77,2025-11-06 03:48:00,D-492
T-7686,Transfer,3078.65,2025-11-14 02:32:00,D-442
T-6231,Transfer,624.47,2025-11-07 01:12:00,
T-6494,Purchase,3326.0,2025-11-01 08:52:00,D-424
T-8853,Deposit,14587.51,2025-11-04 17:24:00,D-485
T-6228,Withdrawal,,2025-11-06 22:03:00,D-418
T-9359,Purchase,705.35,2025-11-13 07:10:00,D-445
T-8548,Purchase,891.74,2025-11-14 00:11:00,D-299
T-8298,Purchase,992.7,2025-11-10 10:53:00,D-278
T-8750,Withdrawal,,2025-11-14 18:19:00,D-395
T-7646,Deposit,9662.49,2025-11-13 22:01:00,D-162
T-9255,Transfer,3098.42,2025-11-08 07:56:00,D-134
T-7861,Withdrawal,7763.79,2025-11-07 23:02:00,D-428
T-8489,Deposit,,2025-11-13 19:50:00,D-195
T-7199,Deposit,,2025-11-01 12:35:00,D-220
T-9994,Transfer,,2025-11-03 13:15:00,D-343
T-5214,Purchase,489.14,2025-11-14 12:35:00,
T-9061,Purchase,1639.81,2025-11-04 20:35:00,D-382
T-8853,,7400.77,2025-11-15 13:54:00,
T-9205,Purchase,1186.78,2025-11-11 14:12:00,
T-9359,Withdrawal,2266.08,2025-11-02 14:46:00,D-199
T-9024,Deposit,11889.71,2025-11-08 13:48:00,D-391
T-8700,Purchase,2280.82,2025-11-10 10:59:00,
T-6084,Purchase,503.23,2025-11-12 14:02:00,D-409
T-8683,Transfer,6427.87,2025-11-13 16:14:00,D-442
T-7681,,3344.65,2025-11-10 02:48:00,D-166
T-5277,Purchase,639.15,2025-11-12 05:47:00,D-132
T-7766,Transfer,24263.45,2025-11-04 01:09:00,D-477
T-6161,Purchase,1614.21,2025-11-05 10:51:00,D-217
T-8794,Purchase,4845.37,2025-11-09 19:32:00,D-450
T-7408,Purchase,8035.41,2025-11-03 20:17:00,D-364
T-7442,Purchase,2895.66,2025-11-02 04:52:00,D-135
T-9180,Purchase,576.43,2025-11-14 06:29:00,D-125
T-8666,,,2025-11-05 06:29:00,D-289
T-6494,Purchase,473.47,2025-11-07 02:12:00,D-222
T-9245,Purchase,1420.43,2025-11-05 08:51:00,D-331
T-7430,Transfer,9023.23,2025-11-09 01:27:00,D-134
T-5121,Withdrawal,3135.64,2025-11-07 05:35:00,D-442
T-8489,Withdrawal,1776.87,2025-11-15 18:07:00,D-432
T-6427,Deposit,2045.51,2025-11-12 05:06:00,D-251
T-5941,,689.91,2025-11-07 14:27:00,
T-6153,Deposit,610.39,2025-11-11 08:25:00,D-164
T-5391,Transfer,4309.58,2025-11-04 15:26:00,D-468
T-8259,Purchase,234.17,2025-11-12 05:04:00,D-180
T-5608,Transfer,3709.07,2025-11-12 16:22:00,D-209
T-8318,Purchase,1292.76,2025-11-14 20:30:00,D-114
T-6882,Withdrawal,9617.33,2025-11-10 01:10:00,D-128
T-6787,Withdrawal,450.58,2025-11-13 13:59:00,D-425
T-7322,Purchase,,2025-11-13 16:50:00,D-213
T-9195,Purchase,1225.89,2025-11-01 23:14:00,D-246
T-6039,Purchase,2279.05,2025-11-10 01:41:00,D-375
T-8532,Deposit,12077.49,2025-11-05 05:32:00,D-305
T-8116,Purchase,664.74,2025-11-12 12:09:00,D-262
T-8081,Purchase,6012.75,2025-11-12 16:50:00,D-395
T-9283,Purchase,2802.25,2025-11-04 09:47:00,D-132
T-7772,Transfer,,2025-11-01 01:59:00,D-139
T-9221,Purchase,1412.58,2025-11-10 05:07:00,D-177
T-7390,Withdrawal,3497.93,2025-11-10 09:02:00,D-359
T-8665,Purchase,4830.17,2025-11-10 20:43:00,D-147
T-8702,Withdrawal,772.37,2025-11-13 14:26:00,D-363
