shipment_id,item,device_id,handler_code,destination,time
S15999,Lab Equipment,D-331,H-9679,Berlin,2025-11-03 20:03:00
S19018,Server Component,D-420,H-1299,Mumbai,2025-11-03 21:49:00
S11233,Lab Equipment,D-206,H-5318,Singapore,2025-11-02 14:54:00
S3546,Hardware Unit,D-189,H-9071,Tokyo,2025-11-06 10:54:00
S6389,Hardware Unit,D-487,H-907,Singapore,2025-11-12 23:57:00
S18290,Hardware Unit,,H-5473,Berlin,2025-11-05 04:14:00
S10785,Hardware Unit,D-353,H-7234,Mumbai,2025-11-01 13:44:00
S18643,,D-116,H-7350,Berlin,2025-11-10 02:47:00
S20567,,D-276,H-6127,Mumbai,2025-11-09 04:46:00
S13214,Hardware Unit,D-211,H-7311,Mumbai,2025-11-04 22:10:00
S11479,Server Component,D-121,H-3258,Singapore,2025-11-11 14:45:00
S2007,Microchip Box,D-117,H-1669,Berlin,2025-11-06 19:09:00
S5502,Microchip Box,D-273,H-8910,Singapore,2025-11-01 15:20:00
S1880,Microchip Box,D-338,H-9168,Singapore,2025-11-08 02:19:00
S8551,Microchip Box,D-404,H-6331,Mumbai,2025-11-13 00:01:00
S9548,,D-101,H-3891,Delhi,2025-11-06 19:47:00
S15007,Lab Equipment,,H-6879,Tokyo,2025-11-09 09:54:00
S9942,Server Component,D-313,H-8928,Singapore,2025-11-13 12:47:00
S2316,Lab Equipment,,H-9272,,2025-11-12 10:58:00
S14114,Hardware Unit,D-224,H-8558,Tokyo,2025-11-08 09:42:00
S17605,Server Component,D-279,,Berlin,2025-11-05 13:27:00
S18838,Lab Equipment,D-122,H-8552,Mumbai,2025-11-10 05:11:00
S11111,Server Component,D-203,H-4304,New York,2025-11-11 07:20:00
S14856,,D-255,H-8584,Delhi,2025-11-03 16:05:00
S16088,Lab Equipment,D-329,H-6836,,2025-11-07 00:08:00
S12928,Lab Equipment,D-474,H-8333,Delhi,2025-11-08 00:21:00
S6700,Server Component,D-271,H-6961,Singapore,2025-11-08 23:12:00
S11826,Microchip Box,D-452,H-9136,Delhi,2025-11-07 05:01:00
S10155,Server Component,D-111,H-9831,Delhi,2025-11-05 01:03:00
S15458,Microchip Box,,,Singapore,2025-11-07 23:49:00
S3105,Hardware Unit,,H-2648,Tokyo,2025-11-06 16:20:00
S2800,Microchip Box,D-268,H-5043,Mumbai,2025-11-05 09:50:00
S8279,Microchip Box,D-107,H-1075,Berlin,2025-11-03 16:35:00
S15070,,,H-8440,Tokyo,2025-11-02 03:22:00
S2020,Hardware Unit,D-353,H-3212,Berlin,2025-11-01 00:30:00
S8417,Server Component,D-457,H-9381,Tokyo,2025-11-07 12:49:00
S8806,,D-131,H-7740,Tokyo,2025-11-09 04:49:00
S11292,Lab Equipment,D-211,,New York,2025-11-07 02:32:00
S18391,Microchip Box,,H-8878,Mumbai,2025-11-04 21:25:00
S9516,Server Component,D-181,H-1265,Tokyo,2025-11-07 11:41:00
S2437,Microchip Box,D-135,H-5004,New York,2025-11-12 13:08:00
S1521,Lab Equipment,,,Tokyo,2025-11-13 20:02:00
S19237,,D-262,H-1581,Mumbai,2025-11-11 09:27:00
S19302,,,H-1255,New York,2025-11-12 16:31:00
S17362,Hardware Unit,D-352,H-5085,Berlin,2025-11-01 15:04:00
S10145,,D-300,H-2706,Delhi,2025-11-05 20:03:00
S10885,Microchip Box,D-283,H-8117,Singapore,2025-11-15 18:57:00
S6901,Server Component,D-451,H-8813,New York,2025-11-06 15:44:00
S8299,Server Component,D-421,H-6807,Mumbai,2025-11-12 14:48:00
S5885,Server Component,D-225,H-6579,Delhi,2025-11-10 21:44:00
S18223,,D-421,H-5625,Delhi,2025-11-11 06:47:00
S3228,Server Component,D-283,H-4078,Singapore,2025-11-06 11:25:00
S18359,Microchip Box,D-126,H-2547,Singapore,2025-11-08 05:21:00
S3005,Server Component,D-216,H-5647,Mumbai,2025-11-02 19:36:00
S8628,Server Component,D-172,H-8332,Mumbai,2025-11-15 10:28:00
S18034,,D-309,H-2152,Mumbai,2025-11-15 17:51:00
S8921,Server Component,D-398,H-4988,,2025-11-10 13:39:00
S15430,,D-442,,Tokyo,2025-11-02 11:06:00
S4475,Microchip Box,D-124,H-5390,Mumbai,2025-11-06 08:51:00
S10048,Server Component,D-196,H-6019,,2025-11-08 06:16:00
S10051,Lab Equipment,,H-7606,Berlin,2025-11-13 00:44:00
S12561,Hardware Unit,D-395,H-3815,Mumbai,2025-11-13 05:08:00
S7826,Lab Equipment,,,Mumbai,2025-11-03 08:36:00
S13133,Microchip Box,D-340,H-9329,Berlin,2025-11-14 06:00:00
S3453,Server Component,D-349,H-7757,Mumbai,2025-11-15 14:44:00
S19931,Lab Equipment,D-155,H-8594,Delhi,2025-11-01 10:24:00
S2601,Microchip Box,D-187,H-3614,New York,2025-11-04 22:29:00
S5073,,D-105,H-7677,Mumbai,2025-11-12 07:53:00
S14494,Hardware Unit,D-288,H-3538,,2025-11-01 09:42:00
S6783,Server Component,D-275,H-6849,Delhi,2025-11-15 20:27:00
S8233,Hardware Unit,D-351,H-8329,Singapore,2025-11-10 10:08:00
S2519,Microchip Box,,H-9851,Berlin,2025-11-01 04:35:00
S7589,Microchip Box,D-111,H-8889,Singapore,2025-11-02 10:34:00
S6278,Server Component,D-268,H-5357,Berlin,2025-11-02 05:36:00
S15306,Hardware Unit,,H-6998,Singapore,2025-11-13 09:16:00
S14585,Lab Equipment,D-269,H-3882,Tokyo,2025-11-02 06:18:00
S9209,Server Component,,H-8511,Delhi,2025-11-04 11:53:00
S9006,Hardware Unit,D-264,H-2446,Singapore,2025-11-15 11:29:00
S14222,Microchip Box,D-292,H-9699,,2025-11-10 09:35:00
S3529,Hardware Unit,D-354,H-8049,,2025-11-14 15:45:00
S9564,Server Component,D-110,H-5043,Singapore,2025-11-01 06:40:00
S16130,Microchip Box,D-262,H-9556,Tokyo,2025-11-04 09:16:00
S5457,Microchip Box,D-368,H-4675,Delhi,2025-11-12 12:21:00
S1252,Server Component,D-194,H-9121,Delhi,2025-11-02 17:32:00
S16970,Hardware Unit,D-453,H-8567,,2025-11-13 16:47:00
S14677,Hardware Unit,D-137,H-1375,New York,2025-11-15 05:48:00
S18658,Lab Equipment,,H-6217,Mumbai,2025-11-07 23:47:00
S3394,Hardware Unit,,H-9907,,2025-11-02 19:34:00
S10366,Server Component,D-432,H-4249,Delhi,2025-11-12 21:14:00
S4901,Lab Equipment,D-359,H-5546,Mumbai,2025-11-15 12:59:00
S4506,Hardware Unit,,H-5852,Singapore,2025-11-09 06:10:00
S19165,Lab Equipment,D-104,,Singapore,2025-11-09 19:15:00
S20709,Microchip Box,D-212,,Mumbai,2025-11-11 03:21:00
S16116,Hardware Unit,D-241,,,2025-11-02 06:24:00
S20461,Server Component,D-273,H-5404,Mumbai,2025-11-12 15:15:00
S7116,Server Component,D-101,H-6468,Singapore,2025-11-13 11:40:00
S14636,Hardware Unit,D-213,H-6377,Singapore,2025-11-13 10:00:00
S18247,Server Component,D-376,H-5277,Singapore,2025-11-10 17:04:00
S2093,Lab Equipment,D-185,H-4184,Mumbai,2025-11-02 22:26:00
S11625,Lab Equipment,D-141,H-1210,Delhi,2025-11-05 00:27:00
S17794,Lab Equipment,D-408,H-4970,Singapore,2025-11-09 13:52:00
S15683,Server Component,D-428,H-5408,Delhi,2025-11-02 22:48:00
S4003,Microchip Box,D-393,H-9647,Delhi,2025-11-11 22:18:00
S3536,Hardware Unit,D-305,H-6761,Delhi,2025-11-06 14:55:00
S4137,Server Component,D-119,H-2825,Mumbai,2025-11-07 17:59:00
S5861,Hardware Unit,D-149,H-3620,,2025-11-14 17:17:00
S10181,Lab Equipment,D-310,H-3174,New York,2025-11-03 00:50:00
S16916,Server Component,,H-5043,Delhi,2025-11-13 19:47:00
S8861,Lab Equipment,D-296,H-3504,Berlin,2025-11-08 01:50:00
S18395,Hardware Unit,D-333,H-5863,Berlin,2025-11-01 11:04:00
S20799,Microchip Box,D-284,H-1557,Delhi,2025-11-06 17:34:00
S3492,Microchip Box,D-202,H-7628,Delhi,2025-11-04 18:34:00
S19397,Lab Equipment,D-227,H-4058,Mumbai,2025-11-12 19:15:00
S19741,Microchip Box,D-295,H-4860,Mumbai,2025-11-02 18:23:00
S6240,Microchip Box,D-165,H-9079,Berlin,2025-11-11 08:13:00
S11968,Server Component,D-409,H-5256,Berlin,2025-11-11 12:42:00
S6872,Microchip Box,D-383,H-7081,New York,2025-11-02 00:13:00
S8079,Lab Equipment,D-324,H-4693,New York,2025-11-06 07:00:00
S2971,Server Component,D-379,H-2634,New York,2025-11-13 12:26:00
S15094,Lab Equipment,D-309,H-7781,Singapore,2025-11-14 08:51:00
S17403,,,,New York,2025-11-13 10:17:00
S20842,Lab Equipment,D-149,H-6826,,2025-11-01 03:08:00
S11437,Hardware Unit,D-393,,Mumbai,2025-11-09 13:55:00
S1206,Hardware Unit,D-272,H-4406,Tokyo,2025-11-07 11:28:00
S8852,Server Component,D-375,H-2927,,2025-11-14 14:12:00
S15489,Microchip Box,D-428,H-9937,Delhi,2025-11-10 00:57:00
S18155,Lab Equipment,,H-3943,Mumbai,2025-11-04 23:02:00
S17062,Microchip Box,,H-8912,,2025-11-14 18:48:00
S20311,,D-329,H-8897,Mumbai,2025-11-08 05:01:00
S20986,Hardware Unit,,H-6753,Delhi,2025-11-01 13:55:00
S8491,Lab Equipment,,H-6968,Delhi,2025-11-11 15:12:00
S6759,Server Component,D-488,H-8131,Delhi,2025-11-02 20:24:00
S18293,Server Component,D-190,,Berlin,2025-11-03 03:00:00
S17054,Server Component,,H-7489,Singapore,2025-11-08 04:49:00
S14966,Hardware Unit,D-368,H-1667,Mumbai,2025-11-05 09:29:00
S16315,Lab Equipment,D-282,,New York,2025-11-10 11:30:00
S15700,Microchip Box,D-140,,Tokyo,2025-11-12 02:22:00
S6743,Server Component,D-476,H-6588,Berlin,2025-11-12 10:19:00
S17279,Lab Equipment,D-156,,Singapore,2025-11-10 17:31:00
S9307,,D-393,H-4818,Tokyo,2025-11-09 23:50:00
S9998,Hardware Unit,D-277,H-2416,Berlin,2025-11-08 17:36:00
S16921,Microchip Box,D-260,H-7844,Tokyo,2025-11-04 06:23:00
S12011,Server Component,D-415,H-6605,Delhi,2025-11-02 15:19:00
S17654,Microchip Box,D-401,H-2997,Delhi,2025-11-12 14:28:00
S1744,,D-196,H-1803,Singapore,2025-11-14 10:24:00
S7467,Hardware Unit,D-379,H-8557,Singapore,2025-11-07 01:52:00
S10858,Server Component,D-258,H-6311,New York,2025-11-05 16:04:00
S6421,Lab Equipment,D-114,H-8677,Singapore,2025-11-12 06:52:00
S13558,Lab Equipment,D-290,H-1467,Berlin,2025-11-12 03:32:00
S3331,Lab Equipment,D-164,H-5251,Delhi,2025-11-11 16:11:00
S3236,Hardware Unit,D-253,H-8893,Delhi,2025-11-09 09:00:00
S11419,Server Component,D-477,H-6081,Mumbai,2025-11-14 06:11:00
S6902,Microchip Box,D-492,H-5626,Berlin,2025-11-11 22:09:00
S20811,,D-395,H-7912,Mumbai,2025-11-03 04:37:00
S15666,Hardware Unit,D-223,H-4437,,2025-11-02 00:50:00
S6511,Hardware Unit,D-290,H-8853,Delhi,2025-11-01 16:10:00
S3872,Hardware Unit,D-126,,Delhi,2025-11-03 06:34:00
S13710,Lab Equipment,D-253,H-8986,Mumbai,2025-11-01 22:34:00
S12433,,,H-6109,Delhi,2025-11-05 13:47:00
S18739,Hardware Unit,D-445,,Berlin,2025-11-13 03:47:00
S1088,Microchip Box,D-148,H-8415,,2025-11-07 19:40:00
S3937,,D-456,H-2716,Berlin,2025-11-06 21:14:00
S11310,Lab Equipment,D-494,H-7856,Delhi,2025-11-02 03:24:00
S16819,Hardware Unit,D-159,H-5001,Delhi,2025-11-15 22:59:00
S12421,Microchip Box,D-180,H-9808,,2025-11-12 04:01:00
S9421,Hardware Unit,D-403,H-4267,,2025-11-10 12:58:00
S20587,Microchip Box,D-327,H-1441,Mumbai,2025-11-03 10:10:00
S7649,Hardware Unit,D-277,H-8476,Berlin,2025-11-09 08:40:00
S5966,Microchip Box,D-343,H-7556,New York,2025-11-10 21:14:00
S11447,Server Component,D-442,,Berlin,2025-11-12 01:54:00
S19730,Lab Equipment,D-465,H-8506,Delhi,2025-11-03 08:47:00
S20175,,D-384,H-6863,Tokyo,2025-11-10 20:51:00
S3040,Lab Equipment,D-260,H-6700,,2025-11-09 03:15:00
S4417,Lab Equipment,D-433,H-7259,Berlin,2025-11-03 05:55:00
S13681,Lab Equipment,D-135,H-4340,Delhi,2025-11-01 07:39:00
S12057,Lab Equipment,D-210,H-5023,Delhi,2025-11-02 08:26:00
S11460,Microchip Box,D-112,H-8511,Delhi,2025-11-12 19:00:00
S17882,Hardware Unit,D-495,H-8466,Delhi,2025-11-12 08:39:00
S9948,Microchip Box,D-219,H-6571,Berlin,2025-11-15 23:52:00
S18292,Lab Equipment,D-265,H-8414,New York,2025-11-01 02:38:00
S2587,Lab Equipment,D-118,H-2153,Mumbai,2025-11-06 14:29:00
S18824,,D-406,H-5456,Delhi,2025-11-04 11:58:00
S9774,Hardware Unit,D-426,H-9912,Mumbai,2025-11-07 23:05:00
S6307,Hardware Unit,D-336,H-8200,,2025-11-01 16:55:00
S7377,,D-379,H-3349,,2025-11-03 21:14:00
S7548,Hardware Unit,D-487,,Berlin,2025-11-12 04:08:00
S3687,Lab Equipment,,,Berlin,2025-11-14 19:53:00
S18981,Hardware Unit,D-115,,Delhi,2025-11-01 05:08:00
S9468,Hardware Unit,D-328,H-3466,Delhi,2025-11-14 13:43:00
S10182,Server Component,D-178,H-1288,Delhi,2025-11-13 14:08:00
S1137,Lab Equipment,D-497,H-3414,,2025-11-14 04:43:00
S7466,,D-221,H-1638,Singapore,2025-11-06 21:05:00
S10231,,D-133,H-9001,Tokyo,2025-11-12 06:31:00
S16836,Microchip Box,D-228,H-7357,Delhi,2025-11-03 18:18:00
S14870,Microchip Box,D-234,H-1441,Singapore,2025-11-10 19:42:00
S7240,Server Component,D-437,H-9721,,2025-11-04 21:11:00
S1459,Server Component,D-344,H-6067,Tokyo,2025-11-02 10:06:00
S19508,Hardware Unit,D-217,H-8475,Mumbai,2025-11-11 10:31:00
S15765,Hardware Unit,D-371,H-3222,Mumbai,2025-11-02 02:48:00
S5422,,D-145,H-5281,Singapore,2025-11-04 08:40:00
S3929,,D-176,H-8086,Delhi,2025-11-13 18:49:00
S2981,Microchip Box,D-291,H-1736,Singapore,2025-11-03 06:34:00
S15981,Server Component,D-349,H-5620,,2025-11-01 18:07:00
S5738,Microchip Box,D-281,H-1759,,2025-11-02 16:08:00
S10939,Hardware Unit,D-153,H-3428,Delhi,2025-11-02 04:02:00
S13662,Hardware Unit,D-389,H-4531,Singapore,2025-11-01 17:37:00
S14052,,D-125,H-2610,Mumbai,2025-11-13 11:39:00
S11440,Microchip Box,D-100,H-9189,Delhi,2025-11-10 04:27:00
S3047,Server Component,D-153,H-6792,Berlin,2025-11-10 12:05:00
S15328,Hardware Unit,D-286,H-8279,,2025-11-02 09:36:00
S6882,Microchip Box,D-337,H-4788,Delhi,2025-11-05 19:18:00
S5417,Hardware Unit,,H-6477,Singapore,2025-11-06 06:19:00
S20198,Server Component,D-144,H-4058,Delhi,2025-11-08 07:37:00
S11911,Microchip Box,D-338,H-6346,Berlin,2025-11-12 14:23:00
S9558,Microchip Box,,H-5890,Mumbai,2025-11-05 00:38:00
S15392,Hardware Unit,D-279,,Mumbai,2025-11-14 22:19:00
S2392,Server Component,D-399,H-4805,Mumbai,2025-11-01 07:43:00
S13151,Microchip Box,D-166,H-2396,Singapore,2025-11-05 07:14:00
S15959,Microchip Box,D-402,H-7306,Berlin,2025-11-10 00:47:00
S2159,Hardware Unit,,H-2956,,2025-11-02 03:35:00
S3579,,D-399,H-7669,Berlin,2025-11-10 08:42:00
S8768,Server Component,D-457,H-4703,Mumbai,2025-11-03 06:00:00
S20765,Microchip Box,D-157,H-4521,Delhi,2025-11-07 13:55:00
S8508,Microchip Box,D-404,,,2025-11-12 10:57:00
S19930,Microchip Box,D-141,H-6379,Mumbai,2025-11-09 10:25:00
S17549,Microchip Box,D-424,H-3990,Berlin,2025-11-09 07:03:00
S13778,Server Component,,H-7889,Berlin,2025-11-02 14:52:00
S5283,Lab Equipment,D-199,H-6122,Mumbai,2025-11-09 17:26:00
S11917,Lab Equipment,D-410,H-4809,Tokyo,2025-11-01 06:37:00
S6295,Lab Equipment,D-449,H-4964,Mumbai,2025-11-03 12:04:00
S12303,Server Component,D-472,H-4432,New York,2025-11-11 10:52:00
S4806,Lab Equipment,D-447,H-9308,Singapore,2025-11-11 02:38:00
S1087,Lab Equipment,D-148,H-2673,,2025-11-06 05:21:00
S15910,Lab Equipment,D-296,H-4272,Mumbai,2025-11-01 12:55:00
S3894,Microchip Box,D-102,H-2763,Berlin,2025-11-12 05:16:00
S4142,Server Component,D-358,H-1134,Berlin,2025-11-10 07:14:00
S3906,Hardware Unit,D-423,H-8124,Berlin,2025-11-02 08:16:00
S10640,Hardware Unit,D-369,H-7344,Mumbai,2025-11-01 10:08:00
S11146,Server Component,D-312,H-3222,New York,2025-11-09 20:57:00
S9309,Lab Equipment,D-156,H-3149,Tokyo,2025-11-14 21:41:00
S19646,Lab Equipment,D-117,,Mumbai,2025-11-04 19:58:00
S4740,Lab Equipment,D-153,H-7234,,2025-11-08 06:37:00
S1353,Microchip Box,D-376,H-4268,Mumbai,2025-11-11 06:53:00
S13838,Hardware Unit,D-261,H-6823,Delhi,2025-11-09 11:07:00
S8489,Microchip Box,D-225,H-4476,Delhi,2025-11-12 17:18:00
S2993,,D-493,H-3698,Delhi,2025-11-05 02:30:00
S11958,Microchip Box,D-218,H-9207,Singapore,2025-11-04 00:10:00
S4950,Lab Equipment,D-395,H-6276,Mumbai,2025-11-03 01:22:00
S5661,Hardware Unit,D-334,H-6885,Mumbai,2025-11-14 19:29:00
S18722,Hardware Unit,D-139,H-9891,Mumbai,2025-11-04 19:22:00
S2353,Server Component,D-373,H-1766,,2025-11-12 10:36:00
S14327,Lab Equipment,D-176,H-3945,Berlin,2025-11-09 01:05:00
S12415,Server Component,D-120,H-8017,Tokyo,2025-11-10 15:46:00
S15554,Lab Equipment,D-362,H-6571,,2025-11-08 03:40:00
S19716,Hardware Unit,D-256,H-8455,Tokyo,2025-11-06 13:48:00
S20129,Hardware Unit,D-313,H-8665,Tokyo,2025-11-03 12:38:00
S13289,Microchip Box,D-480,H-9391,Delhi,2025-11-07 02:54:00
S20736,Hardware Unit,D-214,H-5881,Singapore,2025-11-01 08:15:00
S2709,Hardware Unit,D-435,H-3520,Berlin,2025-11-08 19:27:00
S12710,Server Component,D-492,H-1534,Tokyo,2025-11-11 08:06:00
S18087,,D-103,H-8163,Mumbai,2025-11-13 07:08:00
S12934,Hardware Unit,D-463,H-5197,Delhi,2025-11-11 18:20:00
S6821,Server Component,D-485,H-2106,Berlin,2025-11-13 21:25:00
S4826,Microchip Box,D-297,H-4073,Berlin,2025-11-01 00:33:00
S9071,Microchip Box,,,Berlin,2025-11-06 22:33:00
S9226,Server Component,D-304,H-7206,Delhi,2025-11-07 11:08:00
S20810,Microchip Box,D-128,H-5320,Tokyo,2025-11-01 10:57:00
S2613,Microchip Box,D-328,H-6349,,2025-11-05 13:42:00
S18121,Server Component,D-275,H-3543,Singapore,2025-11-08 17:24:00
S14651,Microchip Box,D-264,H-4508,Mumbai,2025-11-09 21:32:00
S8088,Microchip Box,D-111,H-3345,New York,2025-11-04 10:29:00
S8778,Microchip Box,,,Delhi,2025-11-10 06:21:00
S15547,Hardware Unit,D-388,H-1564,Delhi,2025-11-04 12:36:00
S8342,Lab Equipment,D-316,,,2025-11-12 16:06:00
S17865,Microchip Box,D-148,H-5012,Tokyo,2025-11-06 05:14:00
S11333,Microchip Box,D-156,H-8128,New York,2025-11-04 03:25:00
S11017,Server Component,D-446,H-9451,Berlin,2025-11-10 10:16:00
S8108,Lab Equipment,D-336,H-3212,,2025-11-02 00:32:00
S13777,Server Component,D-444,H-7960,Delhi,2025-11-11 21:18:00
S4026,Server Component,D-152,H-8568,New York,2025-11-05 19:02:00
S1622,Server Component,D-128,,Mumbai,2025-11-09 06:41:00
S7094,Server Component,D-199,H-2954,Delhi,2025-11-02 09:06:00
S20604,,D-402,H-1385,Mumbai,2025-11-07 17:05:00
S13351,Server Component,D-204,H-7082,Delhi,2025-11-06 03:08:00
S11465,Lab Equipment,D-424,H-2213,Mumbai,2025-11-07 18:12:00
S18159,Microchip Box,D-426,H-5390,Tokyo,2025-11-04 14:48:00
S8167,Microchip Box,D-109,H-6503,Delhi,2025-11-14 00:41:00
S4862,Hardware Unit,D-338,H-9814,Delhi,2025-11-02 03:32:00
S11124,Server Component,D-222,H-3013,Delhi,2025-11-02 16:15:00
S17835,Hardware Unit,D-137,H-8128,Tokyo,2025-11-01 01:02:00
S17989,Microchip Box,D-451,H-8146,New York,2025-11-10 08:51:00
S11510,Lab Equipment,D-168,,Tokyo,2025-11-06 14:10:00
S8701,Server Component,D-492,H-4155,,2025-11-12 07:18:00
S9965,Server Component,D-214,H-7234,Berlin,2025-11-09 17:24:00
S3001,Server Component,D-175,H-7151,Berlin,2025-11-03 18:51:00
S18864,Server Component,D-456,H-9933,Mumbai,2025-11-15 15:57:00
S8187,Hardware Unit,D-317,H-8589,Berlin,2025-11-08 10:09:00
S14628,Microchip Box,D-139,H-3820,Berlin,2025-11-07 06:19:00
S14709,Server Component,D-179,H-4622,Singapore,2025-11-13 23:20:00
S3477,Server Component,D-345,,Tokyo,2025-11-15 22:50:00
S10636,Server Component,D-307,,Delhi,2025-11-06 03:58:00
S6777,Hardware Unit,D-192,,New York,2025-11-06 22:39:00
S20566,Hardware Unit,D-219,H-8410,Singapore,2025-11-02 03:05:00
S17194,Server Component,,H-3533,Singapore,2025-11-07 05:48:00
S3866,Hardware Unit,D-418,H-5085,Delhi,2025-11-15 05:04:00
S15134,Hardware Unit,D-489,,Berlin,2025-11-06 23:04:00
S7124,,D-229,H-4184,Mumbai,2025-11-03 05:54:00
S16716,Lab Equipment,D-323,H-5320,Mumbai,2025-11-02 02:41:00
S5793,Lab Equipment,D-493,H-3436,Singapore,2025-11-14 07:08:00
S1439,Microchip Box,D-203,H-3017,Mumbai,2025-11-15 08:28:00
S16933,Microchip Box,D-479,H-1240,Tokyo,2025-11-03 03:09:00
S10017,Hardware Unit,,H-5543,Singapore,2025-11-05 05:19:00
S19807,,D-375,H-3737,Berlin,2025-11-08 23:38:00
S4608,Lab Equipment,D-272,H-5828,Delhi,2025-11-08 00:45:00
S6582,Hardware Unit,D-408,H-3197,Mumbai,2025-11-09 21:29:00
S16856,Microchip Box,D-120,H-5529,Delhi,2025-11-11 12:38:00
S19671,Lab Equipment,D-259,H-9741,Delhi,2025-11-15 09:29:00
S7172,Server Component,D-366,H-5847,Mumbai,2025-11-07 21:35:00
S7626,Microchip Box,D-307,,Mumbai,2025-11-06 15:02:00
S11745,Server Component,D-411,H-3345,Delhi,2025-11-07 21:19:00
S8860,Server Component,D-292,H-4463,Tokyo,2025-11-08 17:35:00
S13602,Server Component,D-195,H-6645,Mumbai,2025-11-09 18:08:00
S11194,Server Component,D-319,H-5103,Delhi,2025-11-03 07:31:00
S19588,Server Component,D-184,H-5615,Singapore,2025-11-09 02:09:00
S18177,,D-402,H-6820,Mumbai,2025-11-04 11:29:00
S7327,,D-159,H-9115,Delhi,2025-11-07 19:28:00
S2310,Lab Equipment,D-476,H-1262,Delhi,2025-11-12 03:39:00
S8099,Microchip Box,D-150,H-6377,New York,2025-11-05 11:11:00
S12054,Lab Equipment,D-404,H-5178,Mumbai,2025-11-04 14:28:00
S17693,Microchip Box,D-291,H-3377,Singapore,2025-11-14 10:52:00
S18456,Microchip Box,D-367,H-8528,New York,2025-11-01 18:29:00
S3063,Server Component,,H-7879,Delhi,2025-11-08 08:44:00
S19447,,D-458,H-6034,Delhi,2025-11-06 18:08:00
S6489,,D-382,H-2713,Singapore,2025-11-03 00:47:00
S18734,Server Component,,H-4432,New York,2025-11-11 15:49:00
S8732,Hardware Unit,,H-5747,Mumbai,2025-11-03 15:48:00
S3100,Hardware Unit,,H-6246,Berlin,2025-11-03 08:15:00
S19399,Hardware Unit,D-472,,Delhi,2025-11-08 07:01:00
S13831,Hardware Unit,D-438,H-4531,Berlin,2025-11-01 20:01:00
S1985,Hardware Unit,D-434,H-9953,Berlin,2025-11-14 11:37:00
S19458,Microchip Box,,,Mumbai,2025-11-03 21:24:00
S1505,Lab Equipment,D-484,,Singapore,2025-11-11 11:27:00
S13316,Server Component,D-153,,New York,2025-11-11 17:00:00
S11091,Lab Equipment,D-424,,,2025-11-10 09:29:00
S7553,Server Component,,H-7292,Tokyo,2025-11-02 11:17:00
S6515,,D-466,H-6941,Berlin,2025-11-14 08:39:00
S19344,Hardware Unit,D-348,H-7161,Singapore,2025-11-03 08:00:00
S2513,Lab Equipment,D-241,H-1670,Singapore,2025-11-14 20:02:00
S6263,Hardware Unit,,H-7925,Delhi,2025-11-01 09:19:00
S20553,Microchip Box,D-165,H-8676,Mumbai,2025-11-10 11:39:00
S6527,Server Component,D-241,H-1097,Delhi,2025-11-07 14:47:00
S6167,Hardware Unit,D-420,H-1451,Delhi,2025-11-07 09:13:00
S1334,Microchip Box,D-245,H-8363,Mumbai,2025-11-08 08:02:00
S3275,Hardware Unit,D-413,H-7892,Mumbai,2025-11-12 11:06:00
S20744,Hardware Unit,D-313,H-4145,Delhi,2025-11-05 10:39:00
S5821,Hardware Unit,D-473,H-1638,Mumbai,2025-11-02 21:02:00
S6851,Hardware Unit,D-496,H-9602,Mumbai,2025-11-02 15:01:00
S8443,Server Component,D-394,H-7960,New York,2025-11-06 07:05:00
S13592,Lab Equipment,D-148,H-3969,New York,2025-11-02 21:10:00
S19697,Server Component,D-351,H-6089,Delhi,2025-11-07 19:51:00
S20771,,D-454,H-2336,Berlin,2025-11-12 12:21:00
S16123,Lab Equipment,D-269,H-6579,Tokyo,2025-11-14 22:35:00
S9429,Server Component,D-442,H-9892,Mumbai,2025-11-15 15:06:00
S6863,Lab Equipment,D-491,,,2025-11-15 22:02:00
S16823,Microchip Box,D-197,H-2018,Mumbai,2025-11-13 05:53:00
S1271,Server Component,,H-6387,Berlin,2025-11-11 15:13:00
S5394,Server Component,D-210,H-5907,Mumbai,2025-11-13 22:57:00
S15559,,D-384,H-7991,Singapore,2025-11-06 23:28:00
S4705,Lab Equipment,D-201,H-8275,Mumbai,2025-11-05 11:25:00
S7572,Server Component,D-351,H-8763,Delhi,2025-11-02 16:23:00
S8702,Microchip Box,D-394,H-5852,Delhi,2025-11-13 09:26:00
S3563,Hardware Unit,D-160,H-6360,Mumbai,2025-11-07 01:16:00
S19813,Server Component,D-483,H-2240,Berlin,2025-11-10 20:44:00
S16571,Lab Equipment,D-249,H-8328,Mumbai,2025-11-04 18:51:00
S4667,Server Component,D-379,H-4310,Tokyo,2025-11-12 19:53:00
S15355,Hardware Unit,D-278,H-5672,Singapore,2025-11-01 20:19:00
S18859,,D-454,H-2710,Delhi,2025-11-14 17:38:00
S4596,Hardware Unit,D-190,H-6651,Singapore,2025-11-02 02:09:00
S1096,,D-398,H-3054,Mumbai,2025-11-03 07:25:00
S14480,Microchip Box,D-459,H-5390,Mumbai,2025-11-03 23:25:00
S19105,Hardware Unit,D-100,H-4952,Mumbai,2025-11-04 12:13:00
S14284,Microchip Box,D-297,H-2909,Delhi,2025-11-06 21:17:00
S18170,Microchip Box,D-286,H-4448,Delhi,2025-11-12 20:41:00
S14836,Microchip Box,D-349,H-5173,Delhi,2025-11-03 18:57:00
S14367,Server Component,D-237,H-6524,Mumbai,2025-11-15 18:49:00
